Date,name,Scenario,Figure,Value,BusinessUnit,Factor
11/1/2019,Drills per Hour (TOH),Actual,Month,107.16924,ACME,1
11/1/2019,Drills per Hour (TOH),Actual,Month,4221.59136,Core Extraction Systems,1
11/1/2019,Drills per Hour (TOH),Actual,Month,6831.10776,Mineral Extraction Technologies,1
11/1/2019,Rate (Mt.EFH Km),Actual,Year-To-Date,7649.0514,Geomining Innovations,1
11/1/2019,Rate (Mt.EFH Km),Actual,Month,7276.77816,Geomining Innovations,1
11/1/2019,Rate (Mt.EFH Km),Actual,Year-To-Date,7710.72048,Core Extraction Systems,1
11/1/2019,Rate (Mt.EFH Km),Actual,Month,3928.86348,Core Extraction Systems,1
11/1/2019,Rate (Mt.EFH Km),Actual,Year-To-Date,3598.6974,Mineral Extraction Technologies,1
11/1/2019,Rate (Mt.EFH Km),Actual,Month,4007.26668,Mineral Extraction Technologies,1
11/1/2019,Coal Mined (Mt),Actual,Year-To-Date,72.06204,Deep Earth Exploration Unit,1000000
12/1/2019,Coal Mined (Mt),Actual,Month,0.51144,Deep Earth Exploration Unit,1000000
12/1/2019,Coal Mined (Mt),Plan,Year-To-Date,92.95236,Deep Earth Exploration Unit,1000000
12/1/2019,Coal Dry Mining (Mt),Actual,Month,0.25428,ACME,1000000
12/1/2019,Utility (%),Actual,Year-To-Date,69.6,Deep Earth Exploration Unit,1
12/1/2019,Utility (%),Actual,Month,34.8,Deep Earth Exploration Unit,1
12/1/2019,Utility (%),Plan,Year-To-Date,64.932,Deep Earth Exploration Unit,1
12/1/2019,Utility (%),Plan,Month,75.936,Deep Earth Exploration Unit,1
12/1/2019,Coal Mined (Mt),Plan,Month,8.46528,Deep Earth Exploration Unit,1000000
12/1/2019,Coal Mined (Mt),Actual,Year-To-Date,15.21144,ACME,1000000
12/1/2019,Coal Mined (Mt),Actual,Month,1.47708,ACME,1000000
12/1/2019,Coal Mined (Mt),Plan,Year-To-Date,8.46528,ACME,1000000
12/1/2019,Coal Mined (Mt),Plan,Month,1.644,ACME,1000000
12/1/2019,Yield (%),Actual,Year-To-Date,38.45364,Deep Earth Exploration Unit,1
12/1/2019,Yield (%),Actual,Month,9.6,Deep Earth Exploration Unit,1
12/1/2019,Yield (%),Plan,Year-To-Date,51,Deep Earth Exploration Unit,1
12/1/2019,Yield (%),Plan,Month,51,Deep Earth Exploration Unit,1
12/1/2019,Coal Dry Mining (Mt),Actual,Year-To-Date,11.538,Deep Earth Exploration Unit,1000000
12/1/2019,Coal Dry Mining (Mt),Plan,Year-To-Date,13.0788,Deep Earth Exploration Unit,1000000
12/1/2019,Coal Dry Mining (Mt),Plan,Month,1.13832,Deep Earth Exploration Unit,1000000
12/1/2019,Coal Dry Mining (Mt),Actual,Year-To-Date,1.11864,ACME,1000000
12/1/2019,Drills per Hour (TOH),Actual,Month,32066.84352,Pacific Surface Mining Solutions,1
12/1/2019,Drills per Hour (TOH),Actual,Month,21368.89056,Geomining Innovations,1
12/1/2019,Drills per Hour (TOH),Actual,Month,115.8978,Deep Earth Exploration Unit,1
12/1/2019,Drills per Hour (TOH),Actual,Month,119.50872,ACME,1
12/1/2019,Drills per Hour (TOH),Actual,Month,5091.00204,Core Extraction Systems,1
12/1/2019,Drills per Hour (TOH),Actual,Month,7171.19748,Mineral Extraction Technologies,1
12/1/2019,Rate (Mt.EFH Km),Actual,Year-To-Date,7585.02576,Geomining Innovations,1
12/1/2019,Rate (Mt.EFH Km),Actual,Month,6895.20156,Geomining Innovations,1
12/1/2019,Rate (Mt.EFH Km),Actual,Year-To-Date,7074.88068,Core Extraction Systems,1
12/1/2019,Rate (Mt.EFH Km),Actual,Month,3885.06672,Core Extraction Systems,1
12/1/2019,Rate (Mt.EFH Km),Actual,Year-To-Date,3611.38368,Mineral Extraction Technologies,1
12/1/2019,Rate (Mt.EFH Km),Actual,Month,3754.41936,Mineral Extraction Technologies,1
1/1/2020,Rate (Mt.EFH Km),Actual,Year-To-Date,6808.71444,Geomining Innovations,1
1/1/2020,Rate (Mt.EFH Km),Actual,Month,6808.71444,Geomining Innovations,1
1/1/2020,Utility (%),Actual,Month,50.4,Deep Earth Exploration Unit,1
1/1/2020,Utility (%),Plan,Year-To-Date,41.88,Deep Earth Exploration Unit,1
1/1/2020,Utility (%),Plan,Month,41.88,Deep Earth Exploration Unit,1
1/1/2020,Coal Dry Mining (Mt),Actual,Month,0.85752,Deep Earth Exploration Unit,1000000
1/1/2020,Coal Dry Mining (Mt),Plan,Year-To-Date,0,Deep Earth Exploration Unit,1000000
1/1/2020,Coal Dry Mining (Mt),Plan,Month,0,Deep Earth Exploration Unit,1000000
1/1/2020,Coal Dry Mining (Mt),Actual,Year-To-Date,0.32976,ACME,1000000
1/1/2020,Coal Dry Mining (Mt),Actual,Month,0.32976,ACME,1000000
1/1/2020,Coal Dry Mining (Mt),Plan,Year-To-Date,0.24108,ACME,1000000
1/1/2020,Coal Dry Mining (Mt),Plan,Month,0.24108,ACME,1000000
1/1/2020,Utility (%),Actual,Year-To-Date,50.4,Deep Earth Exploration Unit,1
1/1/2020,Rate (Mt.EFH Km),Actual,Year-To-Date,4113.06024,Core Extraction Systems,1
1/1/2020,Rate (Mt.EFH Km),Actual,Month,4113.06024,Core Extraction Systems,1
1/1/2020,Rate (Mt.EFH Km),Actual,Year-To-Date,4008.23652,Mineral Extraction Technologies,1
1/1/2020,Rate (Mt.EFH Km),Actual,Month,4008.23652,Mineral Extraction Technologies,1
1/1/2020,Coal Mined (Mt),Actual,Year-To-Date,6.41532,Deep Earth Exploration Unit,1000000
1/1/2020,Coal Mined (Mt),Actual,Month,6.41532,Deep Earth Exploration Unit,1000000
1/1/2020,Coal Mined (Mt),Plan,Year-To-Date,5.91396,Deep Earth Exploration Unit,1000000
1/1/2020,Coal Mined (Mt),Plan,Month,5.91396,Deep Earth Exploration Unit,1000000
1/1/2020,Coal Mined (Mt),Actual,Year-To-Date,1.44096,ACME,1000000
1/1/2020,Coal Mined (Mt),Actual,Month,1.44096,ACME,1000000
1/1/2020,Coal Mined (Mt),Plan,Year-To-Date,5.916,ACME,1000000
1/1/2020,Coal Mined (Mt),Plan,Month,1.56,ACME,1000000
1/1/2020,Yield (%),Actual,Year-To-Date,28.04988,Deep Earth Exploration Unit,1
1/1/2020,Yield (%),Actual,Month,28.04988,Deep Earth Exploration Unit,1
1/1/2020,Yield (%),Plan,Year-To-Date,45.6,Deep Earth Exploration Unit,1
1/1/2020,Yield (%),Plan,Month,45.6,Deep Earth Exploration Unit,1
1/1/2020,Coal Dry Mining (Mt),Actual,Year-To-Date,0.85752,Deep Earth Exploration Unit,1000000
1/1/2020,Drills per Hour (TOH),Actual,Month,31202.20416,Pacific Surface Mining Solutions,1
1/1/2020,Drills per Hour (TOH),Actual,Month,22060.86756,Geomining Innovations,1
1/1/2020,Drills per Hour (TOH),Actual,Month,175.641,Deep Earth Exploration Unit,1
1/1/2020,Drills per Hour (TOH),Actual,Month,114.63732,ACME,1
1/1/2020,Drills per Hour (TOH),Actual,Month,4545.31248,Core Extraction Systems,1
1/1/2020,Drills per Hour (TOH),Actual,Month,7012.98924,Mineral Extraction Technologies,1
1/1/2020,Rate (Mt.EFH Km),Actual,Year-To-Date,5652.5484,Quarrying Ventures,1
2/1/2020,Coal Mined (Mt),Actual,Year-To-Date,2.91816,ACME,1000000
2/1/2020,Coal Mined (Mt),Actual,Month,1.4772,ACME,1000000
2/1/2020,Coal Dry Mining (Mt),Plan,Month,0.22548,ACME,1000000
2/1/2020,Utility (%),Actual,Year-To-Date,56.4,Deep Earth Exploration Unit,1
2/1/2020,Utility (%),Actual,Month,61.2,Deep Earth Exploration Unit,1
2/1/2020,Utility (%),Plan,Year-To-Date,44.4,Deep Earth Exploration Unit,1
2/1/2020,Utility (%),Plan,Month,46.2,Deep Earth Exploration Unit,1
2/1/2020,Coal Mined (Mt),Plan,Year-To-Date,6.43308,ACME,1000000
2/1/2020,Coal Mined (Mt),Plan,Month,1.54608,ACME,1000000
2/1/2020,Yield (%),Actual,Year-To-Date,28.44,Deep Earth Exploration Unit,1
2/1/2020,Yield (%),Actual,Month,28.8,Deep Earth Exploration Unit,1
2/1/2020,Yield (%),Plan,Year-To-Date,45.6,Deep Earth Exploration Unit,1
2/1/2020,Yield (%),Plan,Month,45.6,Deep Earth Exploration Unit,1
2/1/2020,Coal Dry Mining (Mt),Actual,Year-To-Date,1.97448,Deep Earth Exploration Unit,1000000
2/1/2020,Coal Dry Mining (Mt),Actual,Month,1.11696,Deep Earth Exploration Unit,1000000
2/1/2020,Coal Dry Mining (Mt),Plan,Year-To-Date,0,Deep Earth Exploration Unit,1000000
2/1/2020,Coal Dry Mining (Mt),Plan,Month,0,Deep Earth Exploration Unit,1000000
2/1/2020,Coal Dry Mining (Mt),Actual,Year-To-Date,0.63576,ACME,1000000
2/1/2020,Coal Dry Mining (Mt),Actual,Month,0.30588,ACME,1000000
2/1/2020,Coal Dry Mining (Mt),Plan,Year-To-Date,0.46656,ACME,1000000
2/1/2020,Drills per Hour (TOH),Actual,Month,31616.28012,Pacific Surface Mining Solutions,1
2/1/2020,Drills per Hour (TOH),Actual,Month,21597.59964,Geomining Innovations,1
2/1/2020,Drills per Hour (TOH),Actual,Month,204.85356,Deep Earth Exploration Unit,1
2/1/2020,Drills per Hour (TOH),Actual,Month,107.1798,ACME,1
2/1/2020,Drills per Hour (TOH),Actual,Month,4214.30772,Core Extraction Systems,1
2/1/2020,Drills per Hour (TOH),Actual,Month,6459.02664,Mineral Extraction Technologies,1
2/1/2020,Rate (Mt.EFH Km),Actual,Year-To-Date,5483.81424,Quarrying Ventures,1
2/1/2020,Rate (Mt.EFH Km),Actual,Month,5303.44332,Quarrying Ventures,1
2/1/2020,Rate (Mt.EFH Km),Actual,Year-To-Date,7099.33584,Geomining Innovations,1
2/1/2020,Rate (Mt.EFH Km),Actual,Month,7410,Geomining Innovations,1
2/1/2020,Rate (Mt.EFH Km),Actual,Year-To-Date,3899.547,Core Extraction Systems,1
2/1/2020,Rate (Mt.EFH Km),Actual,Month,3671.95188,Core Extraction Systems,1
2/1/2020,Rate (Mt.EFH Km),Actual,Year-To-Date,3853.90272,Mineral Extraction Technologies,1
2/1/2020,Rate (Mt.EFH Km),Actual,Month,3688.92528,Mineral Extraction Technologies,1
2/1/2020,Coal Mined (Mt),Actual,Year-To-Date,12.90612,Deep Earth Exploration Unit,1000000
2/1/2020,Coal Mined (Mt),Actual,Month,6.4908,Deep Earth Exploration Unit,1000000
2/1/2020,Coal Mined (Mt),Plan,Year-To-Date,12.924,Deep Earth Exploration Unit,1000000
3/1/2020,Coal Mined (Mt),Actual,Year-To-Date,3.92064,ACME,1000000
3/1/2020,Coal Mined (Mt),Actual,Month,1.00248,ACME,1000000
3/1/2020,Coal Dry Mining (Mt),Plan,Month,0.34824,ACME,1000000
3/1/2020,Utility (%),Actual,Year-To-Date,56.4,Deep Earth Exploration Unit,1
3/1/2020,Utility (%),Actual,Month,58.8,Deep Earth Exploration Unit,1
3/1/2020,Utility (%),Plan,Year-To-Date,48.27996,Deep Earth Exploration Unit,1
3/1/2020,Utility (%),Plan,Month,56.76,Deep Earth Exploration Unit,1
3/1/2020,Coal Mined (Mt),Plan,Year-To-Date,6.95184,ACME,1000000
3/1/2020,Coal Mined (Mt),Plan,Month,1.59948,ACME,1000000
3/1/2020,Yield (%),Actual,Year-To-Date,40.56,Deep Earth Exploration Unit,1
3/1/2020,Yield (%),Actual,Month,34.68,Deep Earth Exploration Unit,1
3/1/2020,Yield (%),Plan,Year-To-Date,45.6,Deep Earth Exploration Unit,1
3/1/2020,Yield (%),Plan,Month,45.6,Deep Earth Exploration Unit,1
3/1/2020,Coal Dry Mining (Mt),Actual,Year-To-Date,2.99628,Deep Earth Exploration Unit,1000000
3/1/2020,Coal Dry Mining (Mt),Actual,Month,1.0218,Deep Earth Exploration Unit,1000000
3/1/2020,Coal Dry Mining (Mt),Plan,Year-To-Date,0,Deep Earth Exploration Unit,1000000
3/1/2020,Coal Dry Mining (Mt),Plan,Month,0,Deep Earth Exploration Unit,1000000
3/1/2020,Coal Dry Mining (Mt),Actual,Year-To-Date,0.92196,ACME,1000000
3/1/2020,Coal Dry Mining (Mt),Actual,Month,0.2862,ACME,1000000
3/1/2020,Coal Dry Mining (Mt),Plan,Year-To-Date,0.8148,ACME,1000000
3/1/2020,Drills per Hour (TOH),Actual,Month,31631.20728,Pacific Surface Mining Solutions,1
3/1/2020,Drills per Hour (TOH),Actual,Month,24492.07932,Geomining Innovations,1
3/1/2020,Drills per Hour (TOH),Actual,Month,213.51012,Deep Earth Exploration Unit,1
3/1/2020,Drills per Hour (TOH),Actual,Month,83.05404,ACME,1
3/1/2020,Drills per Hour (TOH),Actual,Month,44103.51132,Rock Solid Enterprises,1
3/1/2020,Drills per Hour (TOH),Actual,Month,4809.38556,Core Extraction Systems,1
3/1/2020,Drills per Hour (TOH),Actual,Month,7239.98544,Mineral Extraction Technologies,1
3/1/2020,Rate (Mt.EFH Km),Actual,Year-To-Date,5432.65308,Quarrying Ventures,1
3/1/2020,Rate (Mt.EFH Km),Actual,Month,5333.63136,Quarrying Ventures,1
3/1/2020,Rate (Mt.EFH Km),Actual,Year-To-Date,7436.53848,Geomining Innovations,1
3/1/2020,Rate (Mt.EFH Km),Actual,Month,8090.06724,Geomining Innovations,1
3/1/2020,Rate (Mt.EFH Km),Actual,Year-To-Date,4108.8306,Core Extraction Systems,1
3/1/2020,Rate (Mt.EFH Km),Actual,Month,4552.26696,Core Extraction Systems,1
3/1/2020,Rate (Mt.EFH Km),Actual,Year-To-Date,3938.39544,Mineral Extraction Technologies,1
3/1/2020,Rate (Mt.EFH Km),Actual,Month,4084.35216,Mineral Extraction Technologies,1
3/1/2020,Coal Mined (Mt),Actual,Year-To-Date,19.1772,Deep Earth Exploration Unit,1000000
3/1/2020,Coal Mined (Mt),Actual,Month,6.27096,Deep Earth Exploration Unit,1000000
3/1/2020,Coal Mined (Mt),Plan,Year-To-Date,19.8756,Deep Earth Exploration Unit,1000000
4/1/2020,Coal Mined (Mt),Actual,Year-To-Date,5.5368,ACME,1000000
4/1/2020,Coal Mined (Mt),Actual,Month,1.61616,ACME,1000000
4/1/2020,Coal Dry Mining (Mt),Plan,Month,0.25836,ACME,1000000
4/1/2020,Utility (%),Actual,Year-To-Date,43.08,Deep Earth Exploration Unit,1
4/1/2020,Utility (%),Actual,Month,41.64,Deep Earth Exploration Unit,1
4/1/2020,Utility (%),Plan,Year-To-Date,52.98,Deep Earth Exploration Unit,1
4/1/2020,Utility (%),Plan,Month,67.08,Deep Earth Exploration Unit,1
4/1/2020,Coal Mined (Mt),Plan,Year-To-Date,7.07532,ACME,1000000
4/1/2020,Coal Mined (Mt),Plan,Month,1.57128,ACME,1000000
4/1/2020,Yield (%),Actual,Year-To-Date,33.6,Deep Earth Exploration Unit,1
4/1/2020,Yield (%),Actual,Month,40.8,Deep Earth Exploration Unit,1
4/1/2020,Yield (%),Plan,Year-To-Date,45.6,Deep Earth Exploration Unit,1
4/1/2020,Yield (%),Plan,Month,45.6,Deep Earth Exploration Unit,1
4/1/2020,Coal Dry Mining (Mt),Actual,Year-To-Date,3.5748,Deep Earth Exploration Unit,1000000
4/1/2020,Coal Dry Mining (Mt),Actual,Month,0.57852,Deep Earth Exploration Unit,1000000
4/1/2020,Coal Dry Mining (Mt),Plan,Year-To-Date,0,Deep Earth Exploration Unit,1000000
4/1/2020,Coal Dry Mining (Mt),Plan,Month,0,Deep Earth Exploration Unit,1000000
4/1/2020,Coal Dry Mining (Mt),Actual,Year-To-Date,1.2084,ACME,1000000
4/1/2020,Coal Dry Mining (Mt),Actual,Month,0.28656,ACME,1000000
4/1/2020,Coal Dry Mining (Mt),Plan,Year-To-Date,1.07304,ACME,1000000
4/1/2020,Drills per Hour (TOH),Actual,Month,30878.11932,Pacific Surface Mining Solutions,1
4/1/2020,Drills per Hour (TOH),Actual,Month,25058.97312,Geomining Innovations,1
4/1/2020,Drills per Hour (TOH),Actual,Month,178.30836,Deep Earth Exploration Unit,1
4/1/2020,Drills per Hour (TOH),Actual,Month,144.14952,ACME,1
4/1/2020,Drills per Hour (TOH),Actual,Month,47182.34268,Rock Solid Enterprises,1
4/1/2020,Drills per Hour (TOH),Actual,Month,5263.34184,Core Extraction Systems,1
4/1/2020,Drills per Hour (TOH),Actual,Month,6563.00232,Mineral Extraction Technologies,1
4/1/2020,Rate (Mt.EFH Km),Actual,Year-To-Date,5202.24084,Quarrying Ventures,1
4/1/2020,Rate (Mt.EFH Km),Actual,Month,4503.32376,Quarrying Ventures,1
4/1/2020,Rate (Mt.EFH Km),Actual,Year-To-Date,7683.22848,Geomining Innovations,1
4/1/2020,Rate (Mt.EFH Km),Actual,Month,8431.17888,Geomining Innovations,1
4/1/2020,Rate (Mt.EFH Km),Actual,Year-To-Date,4260.75888,Core Extraction Systems,1
4/1/2020,Rate (Mt.EFH Km),Actual,Month,4767.97944,Core Extraction Systems,1
4/1/2020,Rate (Mt.EFH Km),Actual,Year-To-Date,3894.86736,Mineral Extraction Technologies,1
4/1/2020,Rate (Mt.EFH Km),Actual,Month,3780.32412,Mineral Extraction Technologies,1
4/1/2020,Coal Mined (Mt),Actual,Year-To-Date,23.66304,Deep Earth Exploration Unit,1000000
4/1/2020,Coal Mined (Mt),Actual,Month,4.48584,Deep Earth Exploration Unit,1000000
4/1/2020,Coal Mined (Mt),Plan,Year-To-Date,26.95092,Deep Earth Exploration Unit,1000000
5/1/2020,Rate (Mt.EFH Km),Actual,Year-To-Date,7782.93888,Geomining Innovations,1
5/1/2020,Rate (Mt.EFH Km),Actual,Month,8171.99712,Geomining Innovations,1
5/1/2020,Utility (%),Plan,Year-To-Date,57,Deep Earth Exploration Unit,1
5/1/2020,Utility (%),Plan,Month,73.08,Deep Earth Exploration Unit,1
5/1/2020,Coal Dry Mining (Mt),Actual,Month,1.5504,Deep Earth Exploration Unit,1000000
5/1/2020,Coal Dry Mining (Mt),Plan,Year-To-Date,0,Deep Earth Exploration Unit,1000000
5/1/2020,Coal Dry Mining (Mt),Plan,Month,0,Deep Earth Exploration Unit,1000000
5/1/2020,Coal Dry Mining (Mt),Actual,Year-To-Date,1.63668,ACME,1000000
5/1/2020,Coal Dry Mining (Mt),Actual,Month,0.42828,ACME,1000000
5/1/2020,Coal Dry Mining (Mt),Plan,Year-To-Date,1.42128,ACME,1000000
5/1/2020,Coal Dry Mining (Mt),Plan,Month,0.34824,ACME,1000000
5/1/2020,Utility (%),Actual,Year-To-Date,57.6,Deep Earth Exploration Unit,1
5/1/2020,Utility (%),Actual,Month,58.8,Deep Earth Exploration Unit,1
5/1/2020,Rate (Mt.EFH Km),Actual,Year-To-Date,4520.16612,Core Extraction Systems,1
5/1/2020,Rate (Mt.EFH Km),Actual,Month,5590.62816,Core Extraction Systems,1
5/1/2020,Rate (Mt.EFH Km),Actual,Year-To-Date,3983.0796,Mineral Extraction Technologies,1
5/1/2020,Rate (Mt.EFH Km),Actual,Month,4293.08688,Mineral Extraction Technologies,1
5/1/2020,Coal Mined (Mt),Actual,Year-To-Date,31.03836,Deep Earth Exploration Unit,1000000
5/1/2020,Coal Mined (Mt),Actual,Month,7.37544,Deep Earth Exploration Unit,1000000
5/1/2020,Coal Mined (Mt),Plan,Year-To-Date,34.56828,Deep Earth Exploration Unit,1000000
5/1/2020,Coal Mined (Mt),Plan,Month,7.61748,Deep Earth Exploration Unit,1000000
5/1/2020,Coal Mined (Mt),Actual,Year-To-Date,7.15836,ACME,1000000
5/1/2020,Coal Mined (Mt),Actual,Month,1.62156,ACME,1000000
5/1/2020,Coal Mined (Mt),Plan,Year-To-Date,7.61748,ACME,1000000
5/1/2020,Coal Mined (Mt),Plan,Month,1.78884,ACME,1000000
5/1/2020,Yield (%),Actual,Year-To-Date,34.55976,Deep Earth Exploration Unit,1
5/1/2020,Yield (%),Actual,Month,40.45224,Deep Earth Exploration Unit,1
5/1/2020,Yield (%),Plan,Year-To-Date,45.6,Deep Earth Exploration Unit,1
5/1/2020,Yield (%),Plan,Month,45.6,Deep Earth Exploration Unit,1
5/1/2020,Coal Dry Mining (Mt),Actual,Year-To-Date,5.12508,Deep Earth Exploration Unit,1000000
5/1/2020,Drills per Hour (TOH),Actual,Month,30423.03984,Pacific Surface Mining Solutions,1
5/1/2020,Drills per Hour (TOH),Actual,Month,12688.8276,Geomining Innovations,1
5/1/2020,Drills per Hour (TOH),Actual,Month,202.07664,Deep Earth Exploration Unit,1
5/1/2020,Drills per Hour (TOH),Actual,Month,138.98616,ACME,1
5/1/2020,Drills per Hour (TOH),Actual,Month,48781.1532,Rock Solid Enterprises,1
5/1/2020,Drills per Hour (TOH),Actual,Month,5254.35576,Core Extraction Systems,1
5/1/2020,Drills per Hour (TOH),Actual,Month,6650.11548,Mineral Extraction Technologies,1
5/1/2020,Rate (Mt.EFH Km),Actual,Year-To-Date,5105.0724,Quarrying Ventures,1
6/1/2020,Coal Mined (Mt),Actual,Year-To-Date,8.76564,ACME,1000000
6/1/2020,Coal Mined (Mt),Actual,Month,1.60728,ACME,1000000
6/1/2020,Coal Dry Mining (Mt),Plan,Month,0.22464,ACME,1000000
6/1/2020,Utility (%),Actual,Year-To-Date,45.9108,Deep Earth Exploration Unit,1
6/1/2020,Utility (%),Actual,Month,57.77964,Deep Earth Exploration Unit,1
6/1/2020,Utility (%),Plan,Year-To-Date,59.12004,Deep Earth Exploration Unit,1
6/1/2020,Utility (%),Plan,Month,69.72,Deep Earth Exploration Unit,1
6/1/2020,Coal Mined (Mt),Plan,Year-To-Date,7.22472,ACME,1000000
6/1/2020,Coal Mined (Mt),Plan,Month,1.19388,ACME,1000000
6/1/2020,Yield (%),Actual,Year-To-Date,36.12972,Deep Earth Exploration Unit,1
6/1/2020,Yield (%),Actual,Month,43.97916,Deep Earth Exploration Unit,1
6/1/2020,Yield (%),Plan,Year-To-Date,45.6,Deep Earth Exploration Unit,1
6/1/2020,Yield (%),Plan,Month,45.6,Deep Earth Exploration Unit,1
6/1/2020,Coal Dry Mining (Mt),Actual,Year-To-Date,6.71604,Deep Earth Exploration Unit,1000000
6/1/2020,Coal Dry Mining (Mt),Actual,Month,1.59096,Deep Earth Exploration Unit,1000000
6/1/2020,Coal Dry Mining (Mt),Plan,Year-To-Date,0,Deep Earth Exploration Unit,1000000
6/1/2020,Coal Dry Mining (Mt),Plan,Month,0,Deep Earth Exploration Unit,1000000
6/1/2020,Coal Dry Mining (Mt),Actual,Year-To-Date,2.18784,ACME,1000000
6/1/2020,Coal Dry Mining (Mt),Actual,Month,0.55116,ACME,1000000
6/1/2020,Coal Dry Mining (Mt),Plan,Year-To-Date,1.64592,ACME,1000000
6/1/2020,Drills per Hour (TOH),Actual,Month,29784.90852,Pacific Surface Mining Solutions,1
6/1/2020,Drills per Hour (TOH),Actual,Month,22447.83924,Geomining Innovations,1
6/1/2020,Drills per Hour (TOH),Actual,Month,257.33496,Deep Earth Exploration Unit,1
6/1/2020,Drills per Hour (TOH),Actual,Month,111.91308,ACME,1
6/1/2020,Drills per Hour (TOH),Actual,Month,49704.38688,Rock Solid Enterprises,1
6/1/2020,Drills per Hour (TOH),Actual,Month,4605.41628,Core Extraction Systems,1
6/1/2020,Drills per Hour (TOH),Actual,Month,6473.8254,Mineral Extraction Technologies,1
6/1/2020,Rate (Mt.EFH Km),Actual,Year-To-Date,5091.44112,Quarrying Ventures,1
6/1/2020,Rate (Mt.EFH Km),Actual,Month,5022.3762,Quarrying Ventures,1
6/1/2020,Rate (Mt.EFH Km),Actual,Year-To-Date,7922.14176,Geomining Innovations,1
6/1/2020,Rate (Mt.EFH Km),Actual,Month,8627.24268,Geomining Innovations,1
6/1/2020,Rate (Mt.EFH Km),Actual,Year-To-Date,4750.27632,Core Extraction Systems,1
6/1/2020,Rate (Mt.EFH Km),Actual,Month,5945.52564,Core Extraction Systems,1
6/1/2020,Rate (Mt.EFH Km),Actual,Year-To-Date,4028.65152,Mineral Extraction Technologies,1
6/1/2020,Rate (Mt.EFH Km),Actual,Month,4241.23608,Mineral Extraction Technologies,1
6/1/2020,Coal Mined (Mt),Actual,Year-To-Date,37.74936,Deep Earth Exploration Unit,1000000
6/1/2020,Coal Mined (Mt),Actual,Month,6.711,Deep Earth Exploration Unit,1000000
6/1/2020,Coal Mined (Mt),Plan,Year-To-Date,41.79312,Deep Earth Exploration Unit,1000000
7/1/2020,Coal Mined (Mt),Actual,Year-To-Date,10.26444,ACME,1000000
7/1/2020,Coal Mined (Mt),Actual,Month,1.4988,ACME,1000000
7/1/2020,Coal Dry Mining (Mt),Plan,Month,0.34824,ACME,1000000
7/1/2020,Utility (%),Actual,Year-To-Date,47.66436,Deep Earth Exploration Unit,1
7/1/2020,Utility (%),Actual,Month,58.18584,Deep Earth Exploration Unit,1
7/1/2020,Utility (%),Plan,Year-To-Date,59.16,Deep Earth Exploration Unit,1
7/1/2020,Utility (%),Plan,Month,59.4,Deep Earth Exploration Unit,1
7/1/2020,Coal Mined (Mt),Plan,Year-To-Date,7.66644,ACME,1000000
7/1/2020,Coal Mined (Mt),Plan,Month,1.70952,ACME,1000000
7/1/2020,Yield (%),Actual,Year-To-Date,36.14688,Deep Earth Exploration Unit,1
7/1/2020,Yield (%),Actual,Month,36.25008,Deep Earth Exploration Unit,1
7/1/2020,Yield (%),Plan,Year-To-Date,45.6,Deep Earth Exploration Unit,1
7/1/2020,Yield (%),Plan,Month,45.6,Deep Earth Exploration Unit,1
7/1/2020,Coal Dry Mining (Mt),Actual,Year-To-Date,8.13828,Deep Earth Exploration Unit,1000000
7/1/2020,Coal Dry Mining (Mt),Actual,Month,1.42224,Deep Earth Exploration Unit,1000000
7/1/2020,Coal Dry Mining (Mt),Plan,Year-To-Date,0,Deep Earth Exploration Unit,1000000
7/1/2020,Coal Dry Mining (Mt),Plan,Month,0,Deep Earth Exploration Unit,1000000
7/1/2020,Coal Dry Mining (Mt),Actual,Year-To-Date,2.75904,ACME,1000000
7/1/2020,Coal Dry Mining (Mt),Actual,Month,0.5712,ACME,1000000
7/1/2020,Coal Dry Mining (Mt),Plan,Year-To-Date,1.99416,ACME,1000000
7/1/2020,Drills per Hour (TOH),Actual,Month,29948.9166,Pacific Surface Mining Solutions,1
7/1/2020,Drills per Hour (TOH),Actual,Month,24453.85632,Geomining Innovations,1
7/1/2020,Drills per Hour (TOH),Actual,Month,265.10496,Deep Earth Exploration Unit,1
7/1/2020,Drills per Hour (TOH),Actual,Month,120.77508,ACME,1
7/1/2020,Drills per Hour (TOH),Actual,Month,49256.69136,Rock Solid Enterprises,1
7/1/2020,Drills per Hour (TOH),Actual,Month,5039.96232,Core Extraction Systems,1
7/1/2020,Drills per Hour (TOH),Actual,Month,7152.09708,Mineral Extraction Technologies,1
7/1/2020,Rate (Mt.EFH Km),Actual,Year-To-Date,5049.49224,Quarrying Ventures,1
7/1/2020,Rate (Mt.EFH Km),Actual,Month,4803.21204,Quarrying Ventures,1
7/1/2020,Rate (Mt.EFH Km),Actual,Year-To-Date,7935.13416,Geomining Innovations,1
7/1/2020,Rate (Mt.EFH Km),Actual,Month,8011.39464,Geomining Innovations,1
7/1/2020,Rate (Mt.EFH Km),Actual,Year-To-Date,4992.34452,Core Extraction Systems,1
7/1/2020,Rate (Mt.EFH Km),Actual,Month,6378.6966,Core Extraction Systems,1
7/1/2020,Rate (Mt.EFH Km),Actual,Year-To-Date,4056.1446,Mineral Extraction Technologies,1
7/1/2020,Rate (Mt.EFH Km),Actual,Month,4206.86376,Mineral Extraction Technologies,1
7/1/2020,Coal Mined (Mt),Actual,Year-To-Date,44.66388,Deep Earth Exploration Unit,1000000
